LOCATION,SUBURB,Reason Code,Audit Date,full_location,row_index,index,longitude,latitude,corrected address,extracted_on
South Gippsland Highway,KORUMBURRA,AC,Nov-2017,"South Gippsland Highway, KORUMBURRA",1378,1378.0,145.8233746,-38.4315522,"S Gippsland Hwy, Korumburra VIC 3950, Australia",2018-August-06
South Gippsland Highway,LANG LANG,AC,May-2018,"South Gippsland Highway, LANG LANG",1379,1379.0,145.5598194,-38.2976987,"S Gippsland Hwy, Lang Lang VIC 3984, Australia",2018-August-06
South Gippsland Highway,LONGFORD,C,Apr-2018,"South Gippsland Highway, LONGFORD",1380,1380.0,147.0545963,-38.2379134,"S Gippsland Hwy, Longford VIC 3851, Australia",2018-August-06
South Gippsland Highway,LYNBROOK,AC,Jul-2018,"South Gippsland Highway, LYNBROOK",1381,1381.0,145.2574061,-38.0504556,"S Gippsland Hwy, Lynbrook VIC 3975, Australia",2018-August-06
South Gippsland Highway,RUBY,C,Jul-2018,"South Gippsland Highway, RUBY",1382,1382.0,145.9270771,-38.450956,"S Gippsland Hwy, Victoria, Australia",2018-August-06
South Gippsland Highway,STRADBROKE,C,Apr-2018,"South Gippsland Highway, STRADBROKE",1383,1383.0,147.0359456,-38.2777184,"S Gippsland Hwy, Stradbroke VIC 3851, Australia",2018-August-06
South Gippsland Highway,TOORADIN,BC,Jul-2018,"South Gippsland Highway, TOORADIN",1384,1384.0,145.3760571,-38.2080809,"S Gippsland Hwy, Tooradin VIC 3980, Australia",2018-August-06
South Gippsland Highway,WELSHPOOL,C,Jul-2018,"South Gippsland Highway, WELSHPOOL",1385,1385.0,146.4423782,-38.6644043,"S Gippsland Hwy, Welshpool VIC 3966, Australia",2018-August-06
South Gippsland Highway,YARRAM,AC,Apr-2018,"South Gippsland Highway, YARRAM",1386,1386.0,146.7514703,-38.5532269,"S Gippsland Hwy, Yarram VIC 3971, Australia",2018-August-06
South Street,HADFIELD,BC,Dec-2017,"South Street, HADFIELD",1387,1387.0,144.9444197,-37.7147685,"South St, Hadfield VIC 3046, Australia",2018-August-06
Southern Road,HEIDELBERG HEIGHTS,C,Apr-2018,"Southern Road, HEIDELBERG HEIGHTS",1388,1388.0,145.05184,-37.7425398,"Southern Rd, Heidelberg Heights VIC 3081, Australia",2018-August-06
Spring Road,DINGLEY VILLAGE,C,Jun-2018,"Spring Road, DINGLEY VILLAGE",1389,1389.0,145.1348612,-37.9769431,"Spring Rd, Dingley Village VIC 3172, Australia",2018-August-06
Spring Road,SPRINGVALE SOUTH (SSV),CD,Apr-2018,"Spring Road, SPRINGVALE SOUTH (SSV)",1390,1390.0,145.1377692,-37.9685216,"Spring Rd, Springvale South VIC 3172, Australia",2018-August-06
Springfield Road,BLACKBURN NORTH,C,May-2018,"Springfield Road, BLACKBURN NORTH",1391,1391.0,145.1549536,-37.8107187,"Springfield Rd, Blackburn North VIC 3130, Australia",2018-August-06
Springfield Road,MITCHAM,C,May-2018,"Springfield Road, MITCHAM",1392,1392.0,145.1873927,-37.8081067,"Springfield Rd, Mitcham VIC 3132, Australia",2018-August-06
Springs Road,CLARINDA,AC,Jun-2018,"Springs Road, CLARINDA",1393,1393.0,145.1084876,-37.9346966,"Springs Rd, Victoria 3169, Australia",2018-August-06
Springvale Road,KEYSBOROUGH,AC,Jun-2018,"Springvale Road, KEYSBOROUGH",1394,1394.0,145.1425288,-38.0011833,"Springvale Rd, Keysborough VIC 3173, Australia",2018-August-06
Springvale Road,MULGRAVE,BC,May-2018,"Springvale Road, MULGRAVE",1395,1395.0,145.1584559,-37.9213919,"Springvale Rd, Mulgrave VIC 3170, Australia",2018-August-06
Springvale Road,NUNAWADING,BC,May-2018,"Springvale Road, NUNAWADING",1396,1396.0,145.1763855,-37.816771,"Springvale Rd, Nunawading VIC 3131, Australia",2018-August-06
St Albans Road,ST ALBANS,C,Jul-2018,"St Albans Road, ST ALBANS",1397,1397.0,-90.7600164999999,38.5800868,"St Albans Rd, Boles Township, MO, USA",2018-August-06
St Arnaud-Wycheproof Road,WOOROONOOK,C,Apr-2018,"St Arnaud-Wycheproof Road, WOOROONOOK",1398,1398.0,143.207018,-36.2807304,"St Arnaud-Wycheproof Rd, Wooroonook VIC 3525, Australia",2018-August-06
St Georges Road,NORTHCOTE,C,Apr-2018,"St Georges Road, NORTHCOTE",1399,1399.0,144.9902869,-37.7729939,"St Georges Rd, Northcote VIC 3070, Australia",2018-August-06
St Helena Road,ST HELENA,AC,Apr-2018,"St Helena Road, ST HELENA",1400,1400.0,145.1303268,-37.6915283,"St Helena Rd, St Helena VIC 3088, Australia",2018-August-06
Station Road,MELTON SOUTH,C,Apr-2018,"Station Road, MELTON SOUTH",1401,1401.0,144.5763519,-37.696358,"Station Rd, Melton South VIC 3338, Australia",2018-August-06
Station Street,BOX HILL,C,May-2018,"Station Street, BOX HILL",1402,1402.0,145.1231937,-37.8214098,"Station St, Box Hill VIC 3128, Australia",2018-August-06
Station Street,BOX HILL NORTH,C,May-2018,"Station Street, BOX HILL NORTH",1403,1403.0,145.1260448,-37.8064723,"Station St, Box Hill North VIC 3129, Australia",2018-August-06
Station Street,BOX HILL SOUTH,C,May-2018,"Station Street, BOX HILL SOUTH",1404,1404.0,145.120394,-37.8366258,"Station St, Box Hill South VIC 3128, Australia",2018-August-06
Station Street,FERNTREE GULLY,C,Jan-2018,"Station Street, FERNTREE GULLY",1405,1405.0,145.2941749,-37.8857704,"Station St, Ferntree Gully VIC 3156, Australia",2018-August-06
Station Street,OFFICER,B,May-2018,"Station Street, OFFICER",1406,1406.0,145.4096408,-38.06308,"Station St, Officer VIC 3809, Australia",2018-August-06
Stawell-Warracknabeal Road,GLENORCHY,C,Jul-2018,"Stawell-Warracknabeal Road, GLENORCHY",1407,1407.0,142.656106,-36.9229754,"Stawell-Warracknabeal Rd, Glenorchy VIC 3385, Australia",2018-August-06
Stawell-Warracknabeal Road,SHEEP HILLS,C,Jul-2018,"Stawell-Warracknabeal Road, SHEEP HILLS",1408,1408.0,142.5150298,-36.3639271,"Stawell-Warracknabeal Rd, Sheep Hills VIC 3392, Australia",2018-August-06
Stawell-Warracknabeal Road,WARRACKNABEAL,B,Jul-2018,"Stawell-Warracknabeal Road, WARRACKNABEAL",1409,1409.0,142.4233926,-36.2828111,"Stawell-Warracknabeal Rd, Warracknabeal VIC 3393, Australia",2018-August-06
Stead Street,SALE,BC,Apr-2018,"Stead Street, SALE",1410,1410.0,147.0863431,-38.1046422999999,"Stead St, Sale VIC 3850, Australia",2018-August-06
Stephensons Road,MOUNT WAVERLEY,C,May-2018,"Stephensons Road, MOUNT WAVERLEY",1411,1411.0,145.1284388,-37.8788518,"Stephensons Rd, Mount Waverley VIC 3149, Australia",2018-August-06
Stony Point Road,CRIB POINT,BC,May-2018,"Stony Point Road, CRIB POINT",1412,1412.0,145.1965812,-38.3582383,"Stony Point Rd, Crib Point VIC 3919, Australia",2018-August-06
Stotts Lane,FRANKSTON SOUTH,BC,May-2018,"Stotts Lane, FRANKSTON SOUTH",1413,1413.0,145.1513202,-38.1855428,"Stotts Ln, Frankston South VIC 3199, Australia",2018-August-06
Strachans Road,MORNINGTON,BC,May-2018,"Strachans Road, MORNINGTON",1414,1414.0,145.0311685,-38.2333225,"Strachans Rd, Mornington VIC 3931, Australia",2018-August-06
Stratford-Maffra Road,MAFFRA,C,Apr-2018,"Stratford-Maffra Road, MAFFRA",1415,1415.0,147.0215868,-37.976057,"Stratford-Maffra Rd, Maffra VIC 3860, Australia",2018-August-06
Strathallan Road,MACLEOD,B,Apr-2018,"Strathallan Road, MACLEOD",1416,1416.0,145.0755412,-37.7239482,"Strathallan Rd, Macleod VIC 3085, Australia",2018-August-06
Strathkellar Road,STRATHKELLAR,AC,May-2018,"Strathkellar Road, STRATHKELLAR",1417,1417.0,142.0934094,-37.7136721,"Strathkellar VIC 3301, Australia",2018-August-06
Strzelecki Highway,BERRYS CREEK,A,Apr-2018,"Strzelecki Highway, BERRYS CREEK",1418,1418.0,146.0674143,-38.4067837,"Strzelecki Hwy, Berrys Creek VIC 3953, Australia",2018-August-06
Strzelecki Highway,DELBURN,BC,Apr-2018,"Strzelecki Highway, DELBURN",1419,1419.0,146.2291214,-38.3325702,"Strzelecki Hwy, Delburn VIC 3871, Australia",2018-August-06
Strzelecki Highway,DRIFFIELD,ABC,Apr-2018,"Strzelecki Highway, DRIFFIELD",1420,1420.0,146.3221587,-38.2757559,"Strzelecki Hwy, Driffield VIC 3840, Australia",2018-August-06
Strzelecki Highway,MIRBOO NORTH,A,Apr-2018,"Strzelecki Highway, MIRBOO NORTH",1421,1421.0,146.1326396,-38.3878206,"Strzelecki Hwy, Mirboo North VIC 3871, Australia",2018-August-06
Strzelecki Highway,TEN MILE CREEK,ABC,Apr-2018,"Strzelecki Highway, TEN MILE CREEK",1422,1422.0,146.2315447,-38.3322589,"Strzelecki Hwy & Ten Mile Creek Rd, Delburn VIC 3871, Australia",2018-August-06
Stud Road,ROWVILLE,ABC,Mar-2018,"Stud Road, ROWVILLE",1423,1423.0,145.2333513,-37.9259671,"Stud Rd, Rowville VIC 3178, Australia",2018-August-06
Sturt Highway,CULLULLERAINE,AC,Jun-2018,"Sturt Highway, CULLULLERAINE",1424,1424.0,141.6383818,-34.2764364,"Sturt Hwy, Cullulleraine VIC 3496, Australia",2018-August-06
Sturt Highway,KARAWINNA,ABC,Jun-2018,"Sturt Highway, KARAWINNA",1425,1425.0,141.6969418,-34.2765909,"Sturt Hwy & Karawinna N Rd, Werrimull VIC 3496, Australia",2018-August-06
Sturt Highway,MERBEIN SOUTH,BC,Jun-2018,"Sturt Highway, MERBEIN SOUTH",1426,1426.0,142.0280791,-34.2156646,"Sturt Hwy, Merbein South VIC 3505, Australia",2018-August-06
Sturt Highway,MERINGUR,C,Jun-2018,"Sturt Highway, MERINGUR",1427,1427.0,141.2616898,-34.2747963,"Sturt Hwy, Meringur VIC 3496, Australia",2018-August-06
Sturt Highway,MERRINEE,C,Jun-2018,"Sturt Highway, MERRINEE",1428,1428.0,141.846129,-34.2583221999999,"Sturt Hwy, Merrinee VIC 3494, Australia",2018-August-06
Sturt Highway,WARGAN,C,Jun-2018,"Sturt Highway, WARGAN",1429,1429.0,141.8473733,-34.2582315,"Sturt Hwy, Wargan VIC 3505, Australia",2018-August-06
Sturt Highway,YARRARA,ABC,Jun-2018,"Sturt Highway, YARRARA",1430,1430.0,141.4255576,-34.2761826,"Sturt Hwy & Yarrara N Rd, Neds Corner VIC 3496, Australia",2018-August-06
Sunbury Road,SUNBURY,AC,Dec-2017,"Sunbury Road, SUNBURY",1431,1431.0,144.7607695,-37.5992217,"Sunbury Rd, Sunbury VIC 3429, Australia",2018-August-06
Sunraysia Highway,ADDINGTON,ABC,Jul-2018,"Sunraysia Highway, ADDINGTON",1432,1432.0,143.675796,-37.3777929,"Sunraysia Hwy, Addington VIC 3352, Australia",2018-August-06
Sunraysia Highway,BIRCHIP,C,Apr-2018,"Sunraysia Highway, BIRCHIP",1433,1433.0,142.9041976,-36.0226423,"Sunraysia Hwy, Birchip VIC 3483, Australia",2018-August-06
Sunraysia Highway,BRONZEWING,C,Jun-2018,"Sunraysia Highway, BRONZEWING",1434,1434.0,142.9941396,-36.3801689,"Sunraysia Hwy, Victoria, Australia",2018-August-06
Sunraysia Highway,CARAPOOEE,C,Jul-2018,"Sunraysia Highway, CARAPOOEE",1435,1435.0,143.2825437,-36.7010472,"Sunraysia Hwy, Carapooee VIC 3477, Australia",2018-August-06
Sunraysia Highway,DONALD,C,Apr-2018,"Sunraysia Highway, DONALD",1436,1436.0,142.9941396,-36.3801689,"Sunraysia Hwy, Victoria, Australia",2018-August-06
Sunraysia Highway,GAMA,C,Jul-2018,"Sunraysia Highway, GAMA",1437,1437.0,142.9941396,-36.3801689,"Sunraysia Hwy, Victoria, Australia",2018-August-06
Sunraysia Highway,GYPSUM,C,Jun-2018,"Sunraysia Highway, GYPSUM",1438,1438.0,142.9941396,-36.3801689,"Sunraysia Hwy, Victoria, Australia",2018-August-06
Sunraysia Highway,LAMPLOUGH,BC,Jul-2018,"Sunraysia Highway, LAMPLOUGH",1439,1439.0,143.5203628,-37.1449479,"Sunraysia Hwy, Lamplough VIC 3352, Australia",2018-August-06
Sunraysia Highway,LEARMONTH,BC,Jul-2018,"Sunraysia Highway, LEARMONTH",1440,1440.0,143.7158156,-37.4221475,"Sunraysia Hwy, Learmonth VIC 3352, Australia",2018-August-06
Sunraysia Highway,LEXTON,C,Jul-2018,"Sunraysia Highway, LEXTON",1441,1441.0,143.5143807,-37.2434696,"Sunraysia Hwy, Lexton VIC 3352, Australia",2018-August-06
Sunraysia Highway,STUART MILL,C,Jul-2018,"Sunraysia Highway, STUART MILL",1442,1442.0,143.2827758,-36.799025,"Sunraysia Hwy, Stuart Mill VIC 3477, Australia",2018-August-06
Sunraysia highway,SWANWATER,C,Jul-2018,"Sunraysia highway, SWANWATER",1443,1443.0,143.1142768,-36.5383137,"Sunraysia Hwy, Swanwater VIC 3477, Australia",2018-August-06
Sunraysia Highway,TANWOOD,BC,Jul-2018,"Sunraysia Highway, TANWOOD",1444,1444.0,143.3910528,-37.0083813,"Sunraysia Hwy, Tanwood VIC 3478, Australia",2018-August-06
Sunshine Avenue,KEILOR DOWNS,AC,Jul-2018,"Sunshine Avenue, KEILOR DOWNS",1445,1445.0,144.807013,-37.7226355,"Sunshine Ave, Keilor Downs VIC 3038, Australia",2018-August-06
Surf Coast Highway,MOUNT DUNEED,BC,Apr-2018,"Surf Coast Highway, MOUNT DUNEED",1446,1446.0,144.3320518,-38.2504817,"Surf Coast Hwy, Mount Duneed VIC 3217, Australia",2018-August-06
Swansea Road,LILYDALE,ABC,Mar-2018,"Swansea Road, LILYDALE",1447,1447.0,145.3631527,-37.7800271,"Swansea Rd, Lilydale VIC 3140, Australia",2018-August-06
Swansea Road,MONTROSE,C,Mar-2018,"Swansea Road, MONTROSE",1448,1448.0,145.3586373,-37.7991214,"Swansea Rd, Montrose VIC 3765, Australia",2018-August-06
Sydney Road,CAMPBELLFIELD,AC,Dec-2017,"Sydney Road, CAMPBELLFIELD",1449,1449.0,144.9549084,-37.6659317,"Sydney Rd, Campbellfield VIC 3061, Australia",2018-August-06
Sydney Road,CRAIGIEBURN,C,Dec-2017,"Sydney Road, CRAIGIEBURN",1450,1450.0,144.9459861,-37.6101568,"Sydney Rd, Craigieburn VIC 3064, Australia",2018-August-06
Sydney Road,FAWKNER,AC,Dec-2017,"Sydney Road, FAWKNER",1451,1451.0,144.960358,-37.7045129,"Sydney Rd, Fawkner VIC 3060, Australia",2018-August-06
Taggerty-Thornton Road,THORNTON,C,Apr-2018,"Taggerty-Thornton Road, THORNTON",1452,1452.0,145.7919029,-37.289977,"Taggerty-Thornton Rd, Thornton VIC 3712, Australia",2018-August-06
Tannery Lane,MANDURANG (WBI),ACD,Jun-2018,"Tannery Lane, MANDURANG (WBI)",1453,1453.0,144.3110468,-36.8145721,"Tannery Ln, Mandurang VIC 3551, Australia",2018-August-06
Tarcombe Road,SEYMOUR,BC,Apr-2018,"Tarcombe Road, SEYMOUR",1454,1454.0,145.1568257,-37.0155991,"Tarcombe Rd, Seymour VIC 3660, Australia",2018-August-06
Tarcombe Street,EUROA,C,Apr-2018,"Tarcombe Street, EUROA",1455,1455.0,145.5831553,-36.7461304,"Tarcombe St, Euroa VIC 3666, Australia",2018-August-06
Tarneit Road,HOPPERS CROSSING,ABC,Feb-2018,"Tarneit Road, HOPPERS CROSSING",1456,1456.0,144.6667688,-37.8622237,"Tarneit Rd, Hoppers Crossing VIC 3029, Australia",2018-August-06
Tatura-Undera Road,GILLIESTON,BC,Apr-2018,"Tatura-Undera Road, GILLIESTON",1457,1457.0,145.2227882,-36.3357152,"Tatura-Undera Rd, Gillieston VIC 3616, Australia",2018-August-06
Tatyoon Road,ARARAT,B,Jul-2018,"Tatyoon Road, ARARAT",1458,1458.0,142.9426867,-37.4910913,"Tatyoon Rd, Victoria, Australia",2018-August-06
Taylor Street,ASCOT,BC,May-2018,"Taylor Street, ASCOT",1459,1459.0,144.3248698,-36.7098151,"Taylor St, Ascot VIC 3551, Australia",2018-August-06
Taylors Road,CAROLINE SPRINGS,ABC,Jul-2018,"Taylors Road, CAROLINE SPRINGS",1460,1460.0,144.7372017,-37.7222077,"Taylors Rd, Caroline Springs VIC 3023, Australia",2018-August-06
Taylors Road,PLUMPTON,BC,Jul-2018,"Taylors Road, PLUMPTON",1461,1461.0,144.7195873,-37.719797,"Taylors Rd, Plumpton VIC 3335, Australia",2018-August-06
Taylors Road,ST ALBANS,AC,Jul-2018,"Taylors Road, ST ALBANS",1462,1462.0,144.7973828,-37.7280438,"Taylors Rd, St Albans VIC 3021, Australia",2018-August-06
Taylors Road,TAYLORS HILL,ABC,Jul-2018,"Taylors Road, TAYLORS HILL",1463,1463.0,144.75144,-37.7240229,"Taylors Rd, Taylors Hill VIC 3037, Australia",2018-August-06
Temple Road,BELGRAVE SOUTH,ABC,Mar-2018,"Temple Road, BELGRAVE SOUTH",1464,1464.0,145.3684568,-37.9269533,"Temple Rd, Belgrave South VIC 3160, Australia",2018-August-06
Templeton Street,WANTIRNA,ABC,Jan-2018,"Templeton Street, WANTIRNA",1465,1465.0,145.2265053,-37.8616192,"Templeton St, Wantirna VIC 3152, Australia",2018-August-06
Terama Crescent,BAYSWATER,BC,Jan-2018,"Terama Crescent, BAYSWATER",1466,1466.0,145.2559824,-37.8511396,"Terama Cres, Bayswater VIC 3153, Australia",2018-August-06
Thacker Street,OCEAN GROVE,BC,Apr-2018,"Thacker Street, OCEAN GROVE",1467,1467.0,144.5188253,-38.2555873,"Thacker St, Ocean Grove VIC 3226, Australia",2018-August-06
The Avenue,SPOTSWOOD,C,Feb-2018,"The Avenue, SPOTSWOOD",1468,1468.0,144.8765574,-37.8267385,"The Avenue, Spotswood VIC 3015, Australia",2018-August-06
The Avenue,SUNBURY,C,Dec-2017,"The Avenue, SUNBURY",1469,1469.0,-0.4091135,51.4124995,"The Avenue, Sunbury-on-Thames TW16, UK",2018-August-06
The Avenue of Honour,BACCHUS MARSH,BC,Apr-2018,"The Avenue of Honour, BACCHUS MARSH",1470,1470.0,144.4540425,-37.6783025,"276 The Ave Of Honour, Bacchus Marsh VIC 3340, Australia",2018-August-06
The Boulevard,SHEPPARTON,BC,Apr-2018,"The Boulevard, SHEPPARTON",1471,1471.0,145.3848681,-36.3647525,"The Blvd, Shepparton VIC 3630, Australia",2018-August-06
The Esplanade,TORQUAY,BC,Apr-2018,"The Esplanade, TORQUAY",1472,1472.0,144.3493,-38.3161920999999,"The Esplanade, Torquay VIC 3228, Australia",2018-August-06
The Eyrie,EAGLEMONT,B,Apr-2018,"The Eyrie, EAGLEMONT",1473,1473.0,145.0601066,-37.7656003,"The Eyrie, Eaglemont VIC 3084, Australia",2018-August-06
The Great Eastern Way,SOUTH MORANG,BC,Apr-2018,"The Great Eastern Way, SOUTH MORANG",1474,1474.0,145.076533,-37.6386958,"The Great Eastern Way, South Morang VIC 3752, Australia",2018-August-06
The Lakes Boulevard,SOUTH MORANG,BC,Apr-2018,"The Lakes Boulevard, SOUTH MORANG",1475,1475.0,145.0795937,-37.6290556999999,"The Lakes Blvd, South Morang VIC 3752, Australia",2018-August-06
Thomas Street,BRIGHTON EAST,AC,Jun-2018,"Thomas Street, BRIGHTON EAST",1476,1476.0,145.0241085,-37.911399,"Thomas St, Brighton East VIC 3187, Australia",2018-August-06
Thompson Road,NORLANE,BC,Apr-2018,"Thompson Road, NORLANE",1477,1477.0,144.3464305,-38.0951551,"Thompson Rd, Norlane VIC 3214, Australia",2018-August-06
Thompson Road,NORTH GEELONG,BC,Apr-2018,"Thompson Road, NORTH GEELONG",1478,1478.0,144.3445099,-38.10495,"Thompson Rd, Victoria, Australia",2018-August-06
Thompsons Road,CRANBOURNE,BC,Jul-2018,"Thompsons Road, CRANBOURNE",1479,1479.0,145.2784199,-38.0826025,"Thompsons Rd, Cranbourne VIC 3977, Australia",2018-August-06
Tinks Road,NARRE WARREN,B,Jul-2018,"Tinks Road, NARRE WARREN",1480,1480.0,145.2917684,-38.0081818,"Tinks Rd, Narre Warren VIC 3805, Australia",2018-August-06
Tobin Street,ARARAT,BC,Jul-2018,"Tobin Street, ARARAT",1481,1481.0,142.9218234,-37.290222,"Tobin St, Ararat VIC 3377, Australia",2018-August-06
Tomahawk Creek Road,IRREWILLIPE,BC,Apr-2018,"Tomahawk Creek Road, IRREWILLIPE",1482,1482.0,143.4212922,-38.4602294,"Tomahawk Creek Rd, Irrewillipe VIC 3249, Australia",2018-August-06
Tomahawk Creek Road,PIRRON YALLOCK,ABC,Apr-2018,"Tomahawk Creek Road, PIRRON YALLOCK",1483,1483.0,143.4212922,-38.4602294,"Tomahawk Creek Rd, Irrewillipe VIC 3249, Australia",2018-August-06
Toolamba road,MOOROOPNA,BC,Apr-2018,"Toolamba road, MOOROOPNA",1484,1484.0,145.3417291,-36.4203068,"Toolamba Rd, Mooroopna VIC 3629, Australia",2018-August-06
Toomuc Valley Road,PAKENHAM,BC,May-2018,"Toomuc Valley Road, PAKENHAM",1485,1485.0,145.4631895,-38.0394448,"Toomuc Valley Rd, Pakenham VIC 3810, Australia",2018-August-06
Toorak Road,TOORAK,ABC,Jul-2018,"Toorak Road, TOORAK",1486,1486.0,145.017434,-37.8420792,"Toorak Rd, Toorak VIC 3142, Australia",2018-August-06
Tooronga Road,MALVERN EAST,C,Jul-2018,"Tooronga Road, MALVERN EAST",1487,1487.0,145.0392128,-37.8687376,"Tooronga Rd, Malvern East VIC 3145, Australia",2018-August-06
Torbay Street,MACLEOD,AC,Apr-2018,"Torbay Street, MACLEOD",1488,1488.0,145.0764367,-37.7210137,"Torbay St, Macleod VIC 3085, Australia",2018-August-06
Traralgon Creek Road,TRARALGON SOUTH,ABC,Apr-2018,"Traralgon Creek Road, TRARALGON SOUTH",1489,1489.0,146.5417739,-38.2871478,"Traralgon Creek Rd, Traralgon South VIC 3844, Australia",2018-August-06
Traralgon West Road,MARYVALE,AC,Apr-2018,"Traralgon West Road, MARYVALE",1490,1490.0,146.4655066,-38.1872520999999,"Traralgon W Rd, Maryvale VIC 3840, Australia",2018-August-06
Traralgon-Maffra Road,COWWARR,C,Apr-2018,"Traralgon-Maffra Road, COWWARR",1491,1491.0,146.7260397,-38.0190539,"Traralgon-Maffra Rd, Cowwarr VIC 3857, Australia",2018-August-06
Traralgon-Maffra Road,DENISON,C,Apr-2018,"Traralgon-Maffra Road, DENISON",1492,1492.0,146.7723517,-38.0155069,"Traralgon-Maffra Rd, Denison VIC 3858, Australia",2018-August-06
Traralgon-Maffra Road,GLENGARRY,ABC,Apr-2018,"Traralgon-Maffra Road, GLENGARRY",1493,1493.0,146.5751084,-38.1196465,"Traralgon-Maffra Rd, Glengarry VIC 3854, Australia",2018-August-06
Traralgon-Maffra Road,GLENGARRY NORTH,ABC,Apr-2018,"Traralgon-Maffra Road, GLENGARRY NORTH",1494,1494.0,146.5971716,-38.0966907,"Traralgon-Maffra Rd, Glengarry North VIC 3854, Australia",2018-August-06
Traralgon-Maffra Road,MAFFRA,C,Apr-2018,"Traralgon-Maffra Road, MAFFRA",1495,1495.0,146.9535682,-37.9698101,"Traralgon-Maffra Rd, Maffra VIC 3860, Australia",2018-August-06
Traralgon-Maffra Road,TINAMBA,C,Apr-2018,"Traralgon-Maffra Road, TINAMBA",1496,1496.0,146.8890082,-37.9767304,"Traralgon-Maffra Rd, Tinamba VIC 3859, Australia",2018-August-06
Traralgon-Maffra Road,TOONGABBIE,AC,Apr-2018,"Traralgon-Maffra Road, TOONGABBIE",1497,1497.0,146.6665565,-38.0370249,"Traralgon-Maffra Rd, Victoria, Australia",2018-August-06
Trentham Road,TYLDEN,C,Apr-2018,"Trentham Road, TYLDEN",1498,1498.0,144.415143,-37.3037188,"Trentham Rd, Tylden VIC 3444, Australia",2018-August-06
Truemans Road,TOOTGAROOK,C,May-2018,"Truemans Road, TOOTGAROOK",1499,1499.0,144.8583243,-38.3778866,"Truemans Rd, Tootgarook VIC 3941, Australia",2018-August-06
Tucker Road,BENTLEIGH,A,Jun-2018,"Tucker Road, BENTLEIGH",1500,1500.0,145.0505379,-37.9223387,"Tucker Rd, Bentleigh VIC 3204, Australia",2018-August-06
Tuckfield Street,OCEAN GROVE,BC,Apr-2018,"Tuckfield Street, OCEAN GROVE",1501,1501.0,144.5343548,-38.2634122,"Tuckfield St, Ocean Grove VIC 3226, Australia",2018-August-06
Tulip Street,BLACK ROCK,C,Jun-2018,"Tulip Street, BLACK ROCK",1502,1502.0,145.0278553,-37.9631776,"Tulip St, Black Rock VIC 3193, Australia",2018-August-06
Tullamarine Freeway,GLADSTONE PARK,AC,Dec-2017,"Tullamarine Freeway, GLADSTONE PARK",1503,1503.0,144.8877214,-37.6976392,"Tullamarine Fwy, Gladstone Park VIC 3043, Australia",2018-August-06
Turramurra Drive,ROWVILLE,ABC,Feb-2018,"Turramurra Drive, ROWVILLE",1504,1504.0,145.2413966,-37.9254755,"Turramurra Dr, Rowville VIC 3178, Australia",2018-August-06
Twentieth Street,CARDROSS,C,Jun-2018,"Twentieth Street, CARDROSS",1505,1505.0,142.1354987,-34.2912943,"Twentieth St, Cardross VIC 3496, Australia",2018-August-06
Twentieth Street,KOORLONG,C,Jun-2018,"Twentieth Street, KOORLONG",1506,1506.0,142.111507,-34.2766945,"Twentieth St, Victoria, Australia",2018-August-06
Twyford Road,CLYDE,B,Jul-2018,"Twyford Road, CLYDE",1507,1507.0,145.3295873,-38.1306749,"Twyford Rd, Clyde VIC 3978, Australia",2018-August-06
Tyabb-Tooradin Road,PEARCEDALE,B,Jul-2018,"Tyabb-Tooradin Road, PEARCEDALE",1508,1508.0,145.2472653,-38.2142859,"Tyabb-Tooradin Rd, Pearcedale VIC 3912, Australia",2018-August-06
Tyers Road,TRARALGON,BC,Apr-2018,"Tyers Road, TRARALGON",1509,1509.0,146.4962584,-38.1733331999999,"Tyers Rd, Traralgon VIC 3844, Australia",2018-August-06
Tylden-Woodend Road,TYLDEN,C,Apr-2018,"Tylden-Woodend Road, TYLDEN",1510,1510.0,144.4331536,-37.3356356,"Tylden-Woodend Rd, Tylden VIC 3444, Australia",2018-August-06
U T Creek Road,ALEXANDRA,B,Apr-2018,"U T Creek Road, ALEXANDRA",1511,1511.0,145.7700814,-37.1958831,"U T Creek Rd, Alexandra VIC 3714, Australia",2018-August-06
Union Road,BALWYN,C,Apr-2018,"Union Road, BALWYN",1512,1512.0,145.0999748,-37.8120141,"Union Rd, Balwyn VIC 3103, Australia",2018-August-06
Union Road,SURREY HILLS (ECL),BCD,May-2018,"Union Road, SURREY HILLS (ECL)",1513,1513.0,145.0976271,-37.8239172,"Union Rd, Surrey Hills VIC 3127, Australia",2018-August-06
Union Street,BRIGHTON EAST,B,Jun-2018,"Union Street, BRIGHTON EAST",1514,1514.0,145.0174487,-37.9085877,"Union St, Brighton East VIC 3187, Australia",2018-August-06
Upper Heidelberg Road,IVANHOE,B,Apr-2018,"Upper Heidelberg Road, IVANHOE",1515,1515.0,145.0476926,-37.7634258,"Upper Heidelberg Rd, Ivanhoe VIC 3079, Australia",2018-August-06
UT Creek Road,EILDON,B,Apr-2018,"UT Creek Road, EILDON",1516,1516.0,145.7798991,-37.1947733,"U T Creek Rd, Victoria 3714, Australia",2018-August-06
Valley Drive,WALLAN,BC,Apr-2018,"Valley Drive, WALLAN",1517,1517.0,145.0001898,-37.4018108,"Valley Dr, Wallan VIC 3756, Australia",2018-August-06
