ROW_INDEX,LOCATION,SUBURB,Reason Code,Audit Date,full_location
1227,Princes Highway,KILMANY,C,Apr-2018,"Princes Highway, KILMANY, VICTORIA, AUSTRALIA"
1228,Princes Highway,LINDENOW SOUTH,C,Apr-2018,"Princes Highway, LINDENOW SOUTH, VICTORIA, AUSTRALIA"
1229,Princes Highway,LUCKNOW,C,Apr-2018,"Princes Highway, LUCKNOW, VICTORIA, AUSTRALIA"
1230,Princes Highway,MANORINA,C,Apr-2018,"Princes Highway, MANORINA, VICTORIA, AUSTRALIA"
1231,Princes Highway,MCKENZIE RIVER,C,Apr-2018,"Princes Highway, MCKENZIE RIVER, VICTORIA, AUSTRALIA"
1232,Princes Highway,MUMBANNAR,C,May-2018,"Princes Highway, MUMBANNAR, VICTORIA, AUSTRALIA"
1233,Princes Highway,MUNRO,C,Apr-2018,"Princes Highway, MUNRO, VICTORIA, AUSTRALIA"
1234,Princes Highway,NAR NAR GOON,ABC,May-2018,"Princes Highway, NAR NAR GOON, VICTORIA, AUSTRALIA"
1235,Princes Highway,NARRAWONG,C,May-2018,"Princes Highway, NARRAWONG, VICTORIA, AUSTRALIA"
1236,Princes Highway,NEWMERELLA,C,Apr-2018,"Princes Highway, NEWMERELLA, VICTORIA, AUSTRALIA"
1237,Princes Highway,NOWA NOWA,BC,Apr-2018,"Princes Highway, NOWA NOWA, VICTORIA, AUSTRALIA"
1238,Princes Highway,OFFICER,BC,May-2018,"Princes Highway, OFFICER, VICTORIA, AUSTRALIA"
1239,Princes Highway,ORBOST,C,Apr-2018,"Princes Highway, ORBOST, VICTORIA, AUSTRALIA"
1240,Princes Highway,PAKENHAM,ABC,May-2018,"Princes Highway, PAKENHAM, VICTORIA, AUSTRALIA"
1241,Princes Highway,PANMURE,C,Apr-2018,"Princes Highway, PANMURE, VICTORIA, AUSTRALIA"
1242,Princes Highway,PIRRON YALLOCK,BC,Apr-2018,"Princes Highway, PIRRON YALLOCK, VICTORIA, AUSTRALIA"
1243,Princes Highway,POMBORNEIT,BC,Apr-2018,"Princes Highway, POMBORNEIT, VICTORIA, AUSTRALIA"
1244,Princes Highway,PORT FAIRY,BC,Apr-2018,"Princes Highway, PORT FAIRY, VICTORIA, AUSTRALIA"
1245,Princes Highway,SPRINGVALE,C,Apr-2018,"Princes Highway, SPRINGVALE, VICTORIA, AUSTRALIA"
1246,Princes Highway,TERANG,ABC,Apr-2018,"Princes Highway, TERANG, VICTORIA, AUSTRALIA"
1247,Princes Highway,TOSTAREE,BC,Apr-2018,"Princes Highway, TOSTAREE, VICTORIA, AUSTRALIA"
1248,Princes Highway,TRARALGON,ABC,Apr-2018,"Princes Highway, TRARALGON, VICTORIA, AUSTRALIA"
1249,Princes Highway,TYRENDARRA,C,May-2018,"Princes Highway, TYRENDARRA, VICTORIA, AUSTRALIA"
1250,Princes Highway,WAYGARA,C,Apr-2018,"Princes Highway, WAYGARA, VICTORIA, AUSTRALIA"
1251,Princes Highway,WERRIBEE,ABC,Feb-2018,"Princes Highway, WERRIBEE, VICTORIA, AUSTRALIA"
1252,Princes Highway,WINNAP,C,May-2018,"Princes Highway, WINNAP, VICTORIA, AUSTRALIA"
1253,Princess Road,CORIO,BC,Apr-2018,"Princess Road, CORIO, VICTORIA, AUSTRALIA"
1254,Progress Road,ELTHAM NORTH,BC,Jul-2018,"Progress Road, ELTHAM NORTH, VICTORIA, AUSTRALIA"
1255,Promontory Road,YANAKIE,C,Jul-2018,"Promontory Road, YANAKIE, VICTORIA, AUSTRALIA"
1256,Prospect Hill Road,NARRE WARREN,BC,Jul-2018,"Prospect Hill Road, NARRE WARREN, VICTORIA, AUSTRALIA"
1257,Purches Street,MITCHAM,C,May-2018,"Purches Street, MITCHAM, VICTORIA, AUSTRALIA"
1258,Purnell Road,CORIO,BC,Apr-2018,"Purnell Road, CORIO, VICTORIA, AUSTRALIA"
1259,Purvis Road,TANJIL SOUTH,ABC,Apr-2018,"Purvis Road, TANJIL SOUTH, VICTORIA, AUSTRALIA"
1260,Pyramid-Yarraberb  Road,RAYWOOD (WRA),CD,Jun-2018,"Pyramid-Yarraberb  Road, RAYWOOD (WRA), VICTORIA, AUSTRALIA"
1261,Pyrenees Highway,AMPHITHEATRE,BC,Jul-2018,"Pyrenees Highway, AMPHITHEATRE, VICTORIA, AUSTRALIA"
1262,Pyrenees Highway,ARARAT,BC,Jul-2018,"Pyrenees Highway, ARARAT, VICTORIA, AUSTRALIA"
1263,Pyrenees Highway,ELMHURST,BC,Jul-2018,"Pyrenees Highway, ELMHURST, VICTORIA, AUSTRALIA"
1264,Pyrenees Highway,EVERSLEY,C,Jul-2018,"Pyrenees Highway, EVERSLEY, VICTORIA, AUSTRALIA"
1265,Pyrenees Highway,MUCKLEFORD SOUTH,C,May-2018,"Pyrenees Highway, MUCKLEFORD SOUTH, VICTORIA, AUSTRALIA"
1266,Quarry Road,LANGWARRIN,ABC,May-2018,"Quarry Road, LANGWARRIN, VICTORIA, AUSTRALIA"
1267,Queen Street,ALTONA,C,Jan-2018,"Queen Street, ALTONA, VICTORIA, AUSTRALIA"
1268,Queen Street,MAFFRA,B,T,"Queen Street, MAFFRA, VICTORIA, AUSTRALIA"
1269,Queens Avenue,CAULFIELD EAST,AC,Jun-2018,"Queens Avenue, CAULFIELD EAST, VICTORIA, AUSTRALIA"
1270,Queens Road,MELBOURNE,BC,Jul-2018,"Queens Road, MELBOURNE, VICTORIA, AUSTRALIA"
1271,Queens Road,PEARCEDALE,B,Jul-2018,"Queens Road, PEARCEDALE, VICTORIA, AUSTRALIA"
1272,Racecourse Road,PAKENHAM,BC,May-2018,"Racecourse Road, PAKENHAM, VICTORIA, AUSTRALIA"
1273,Raftery Road,KIALLA,C,Apr-2018,"Raftery Road, KIALLA, VICTORIA, AUSTRALIA"
1274,Raglan Street,SALE,C,T,"Raglan Street, SALE, VICTORIA, AUSTRALIA"
1275,Raglan Street,YEA,BC,Apr-2018,"Raglan Street, YEA, VICTORIA, AUSTRALIA"
1276,Railway Avenue,WERRIBEE,C,Feb-2018,"Railway Avenue, WERRIBEE, VICTORIA, AUSTRALIA"
1277,Raleigh Street,WESTMEADOWS,C,Dec-2017,"Raleigh Street, WESTMEADOWS, VICTORIA, AUSTRALIA"
1278,Ranfurly Way,MILDURA,AC,Jun-2018,"Ranfurly Way, MILDURA, VICTORIA, AUSTRALIA"
1279,Rattray Road,MONTMORENCY,AC,Apr-2018,"Rattray Road, MONTMORENCY, VICTORIA, AUSTRALIA"
1280,Ray Street,CASTLEMAINE,C,Nov-2017,"Ray Street, CASTLEMAINE, VICTORIA, AUSTRALIA"
1281,Rea Street,SHEPPARTON,ABC,Apr-2018,"Rea Street, SHEPPARTON, VICTORIA, AUSTRALIA"
1282,Recreation Road,YAN YEAN,B,Apr-2018,"Recreation Road, YAN YEAN, VICTORIA, AUSTRALIA"
1283,Reeve Street,SALE,C,Apr-2018,"Reeve Street, SALE, VICTORIA, AUSTRALIA"
1284,Reid Parade,HASTINGS,AB,May-2018,"Reid Parade, HASTINGS, VICTORIA, AUSTRALIA"
1285,Reilly Street,RINGWOOD,B,Jan-2018,"Reilly Street, RINGWOOD, VICTORIA, AUSTRALIA"
1286,Remembrance Drive,CARDIGAN,AC,Jul-2018,"Remembrance Drive, CARDIGAN, VICTORIA, AUSTRALIA"
1287,Research Warrandyte Road,RESEARCH,BC,Apr-2018,"Research Warrandyte Road, RESEARCH, VICTORIA, AUSTRALIA"
1288,Research-Warrandyte Road,NORTH WARRANDYTE,BC,Apr-2018,"Research-Warrandyte Road, NORTH WARRANDYTE, VICTORIA, AUSTRALIA"
1289,Research-Warrandyte Road,RESEARCH,BC,Apr-2018,"Research-Warrandyte Road, RESEARCH, VICTORIA, AUSTRALIA"
1290,Reserve Road,CHELTENHAM,AC,Jun-2018,"Reserve Road, CHELTENHAM, VICTORIA, AUSTRALIA"
1291,Reservoir Road,KENNINGTON,C,May-2018,"Reservoir Road, KENNINGTON, VICTORIA, AUSTRALIA"
1292,Reservoir Road,SUNBURY,C,Dec-2017,"Reservoir Road, SUNBURY, VICTORIA, AUSTRALIA"
1293,Reynolds Parade,PASCOE VALE SOUTH,C,Dec-2017,"Reynolds Parade, PASCOE VALE SOUTH, VICTORIA, AUSTRALIA"
1294,Reynolds Road,TEMPLESTOWE,ABC,May-2018,"Reynolds Road, TEMPLESTOWE, VICTORIA, AUSTRALIA"
1295,Rhodes Parade,PASCOE VALE,C,Dec-2017,"Rhodes Parade, PASCOE VALE, VICTORIA, AUSTRALIA"
1296,Riddell Road,SUNBURY,AC,Dec-2017,"Riddell Road, SUNBURY, VICTORIA, AUSTRALIA"
1297,Riggall Street,DALLAS,C,Dec-2017,"Riggall Street, DALLAS, VICTORIA, AUSTRALIA"
1298,Rippon Road,HAMILTON,BC,May-2018,"Rippon Road, HAMILTON, VICTORIA, AUSTRALIA"
1299,River Drive,TARWIN LOWER,B,Jul-2018,"River Drive, TARWIN LOWER, VICTORIA, AUSTRALIA"
1300,River Road,MURCHISON,C,Apr-2018,"River Road, MURCHISON, VICTORIA, AUSTRALIA"
1301,Riverend Road,BANGHOLME,C,Apr-2018,"Riverend Road, BANGHOLME, VICTORIA, AUSTRALIA"
1302,Riverine Street,BAIRNSDALE,C,Apr-2018,"Riverine Street, BAIRNSDALE, VICTORIA, AUSTRALIA"
1303,Riverview Drive,KIALLA,BC,Apr-2018,"Riverview Drive, KIALLA, VICTORIA, AUSTRALIA"
1304,Robinson Road,NARRE WARREN NORTH,B,Jul-2018,"Robinson Road, NARRE WARREN NORTH, VICTORIA, AUSTRALIA"
1305,Robinsons Road,FRANKSTON,C,May-2018,"Robinsons Road, FRANKSTON, VICTORIA, AUSTRALIA"
1306,Robinsons Road,LANGWARRIN,AB,May-2018,"Robinsons Road, LANGWARRIN, VICTORIA, AUSTRALIA"
1307,Robinsons Road,LANGWARRIN SOUTH,ABC,May-2018,"Robinsons Road, LANGWARRIN SOUTH, VICTORIA, AUSTRALIA"
1308,Robinsons Road,PEARCEDALE,B,Jul-2018,"Robinsons Road, PEARCEDALE, VICTORIA, AUSTRALIA"
1309,Robinvale-Sea Lake Road,ROBINVALE,BC,Apr-2018,"Robinvale-Sea Lake Road, ROBINVALE, VICTORIA, AUSTRALIA"
1310,Rockbank Middle Road,CAROLINE SPRINGS,C,Jul-2018,"Rockbank Middle Road, CAROLINE SPRINGS, VICTORIA, AUSTRALIA"
1311,Rosebank Avenue,RINGWOOD NORTH (ERW),BC,Mar-2018,"Rosebank Avenue, RINGWOOD NORTH (ERW), VICTORIA, AUSTRALIA"
1312,Rosedale-Heyfield Road,WINNINDOO,C,Apr-2018,"Rosedale-Heyfield Road, WINNINDOO, VICTORIA, AUSTRALIA"
1313,Rosedale-Longford Road,LONGFORD,ABC,Apr-2018,"Rosedale-Longford Road, LONGFORD, VICTORIA, AUSTRALIA"
1314,Rosehill Road,KEILOR EAST,C,Dec-2017,"Rosehill Road, KEILOR EAST, VICTORIA, AUSTRALIA"
1315,Rosewood Boulevard,LYSTERFIELD,BC,Feb-2018,"Rosewood Boulevard, LYSTERFIELD, VICTORIA, AUSTRALIA"
1316,Ross Road,CROYDON (ECD),ABCD,Mar-2018,"Ross Road, CROYDON (ECD), VICTORIA, AUSTRALIA"
1317,Rossiter Road,KOO WEE RUP,ABC,May-2018,"Rossiter Road, KOO WEE RUP, VICTORIA, AUSTRALIA"
1318,Rowes Road,WERRIBEE,C,Feb-2018,"Rowes Road, WERRIBEE, VICTORIA, AUSTRALIA"
1319,Roxburgh Park Drive,ROXBURGH PARK,C,Dec-2017,"Roxburgh Park Drive, ROXBURGH PARK, VICTORIA, AUSTRALIA"
1320,Rushworth Road,MURCHISON,BC,Apr-2018,"Rushworth Road, MURCHISON, VICTORIA, AUSTRALIA"
1321,Rushworth Tatura Road,RUSHWORTH,BC,Apr-2018,"Rushworth Tatura Road, RUSHWORTH, VICTORIA, AUSTRALIA"
1322,Rushworth-Tatura Road,RUSHWORTH,C,Apr-2018,"Rushworth-Tatura Road, RUSHWORTH, VICTORIA, AUSTRALIA"
1323,Russell Street,BALLARAT,C,Jul-2018,"Russell Street, BALLARAT, VICTORIA, AUSTRALIA"
1324,Russell Street,CASTERTON,C,May-2018,"Russell Street, CASTERTON, VICTORIA, AUSTRALIA"
1325,Ryans Road,ELTHAM NORTH,BC,Apr-2018,"Ryans Road, ELTHAM NORTH, VICTORIA, AUSTRALIA"
1326,Sages Road,BAXTER,BC,May-2018,"Sages Road, BAXTER, VICTORIA, AUSTRALIA"
1327,Sailors Gully Road,EAGLEHAWK,C,May-2018,"Sailors Gully Road, EAGLEHAWK, VICTORIA, AUSTRALIA"
1328,Sailors Gully Road,SAILORS GULLY,C,May-2018,"Sailors Gully Road, SAILORS GULLY, VICTORIA, AUSTRALIA"
1329,Salmon Street,HASTINGS,C,May-2018,"Salmon Street, HASTINGS, VICTORIA, AUSTRALIA"
1330,Saltwater Promenade,POINT COOK,BC,Feb-2018,"Saltwater Promenade, POINT COOK, VICTORIA, AUSTRALIA"
1331,Samaria Road,BENALLA,C,Apr-2018,"Samaria Road, BENALLA, VICTORIA, AUSTRALIA"
1332,Sanders Road,HAZELWOOD NORTH,BC,Apr-2018,"Sanders Road, HAZELWOOD NORTH, VICTORIA, AUSTRALIA"
1333,Sandilong Avenue,IRYMPLE,BC,Jun-2018,"Sandilong Avenue, IRYMPLE, VICTORIA, AUSTRALIA"
1334,Sandpiper Drive,TAYLORS LAKES,BC,Jul-2018,"Sandpiper Drive, TAYLORS LAKES, VICTORIA, AUSTRALIA"
1335,Saxonwood Drive,NARRE WARREN,BC,Jul-2018,"Saxonwood Drive, NARRE WARREN, VICTORIA, AUSTRALIA"
1336,Sayers Road,HOPPERS CROSSING,C,Apr-2018,"Sayers Road, HOPPERS CROSSING, VICTORIA, AUSTRALIA"
1337,Sea Lake-Swan Hill Road,SWAN HILL,C,Apr-2018,"Sea Lake-Swan Hill Road, SWAN HILL, VICTORIA, AUSTRALIA"
1338,Seaford Road,SEAFORD,C,May-2018,"Seaford Road, SEAFORD, VICTORIA, AUSTRALIA"
1339,Seaspray Road,LONGFORD,C,Apr-2018,"Seaspray Road, LONGFORD, VICTORIA, AUSTRALIA"
1340,Seaspray Road,SEASPRAY,C,Apr-2018,"Seaspray Road, SEASPRAY, VICTORIA, AUSTRALIA"
1341,Sebastopol-Smythesdale Road,ROSS CREEK,BC,Apr-2018,"Sebastopol-Smythesdale Road, ROSS CREEK, VICTORIA, AUSTRALIA"
1342,Sedgwick Road,MANDURANG (WBI),ACD,Jun-2018,"Sedgwick Road, MANDURANG (WBI), VICTORIA, AUSTRALIA"
1343,Selkirk Road,WOODSTOCK,AC,Apr-2018,"Selkirk Road, WOODSTOCK, VICTORIA, AUSTRALIA"
1344,Separation Street,FAIRFIELD,AC,Apr-2018,"Separation Street, FAIRFIELD, VICTORIA, AUSTRALIA"
1345,Serpells Road,TEMPLESTOWE,BC,May-2018,"Serpells Road, TEMPLESTOWE, VICTORIA, AUSTRALIA"
1346,Service Street,CLUNES,C,Apr-2018,"Service Street, CLUNES, VICTORIA, AUSTRALIA"
1347,Settlement Road,COWES,C,Apr-2018,"Settlement Road, COWES, VICTORIA, AUSTRALIA"
1348,Seventh Street,MILDURA,C,Jun-2018,"Seventh Street, MILDURA, VICTORIA, AUSTRALIA"
1349,Seymour-Avenel Road,SEYMOUR,C,Apr-2018,"Seymour-Avenel Road, SEYMOUR, VICTORIA, AUSTRALIA"
1350,Seymour-Pyalong Road,SEYMOUR,C,Apr-2018,"Seymour-Pyalong Road, SEYMOUR, VICTORIA, AUSTRALIA"
1351,Seymour-Tooborac Road,SEYMOUR,C,Apr-2018,"Seymour-Tooborac Road, SEYMOUR, VICTORIA, AUSTRALIA"
1352,Shakespeare Street,HAMILTON,C,May-2018,"Shakespeare Street, HAMILTON, VICTORIA, AUSTRALIA"
1353,Shanahan Parade,NEWBOROUGH,AC,Apr-2018,"Shanahan Parade, NEWBOROUGH, VICTORIA, AUSTRALIA"
1354,Shaws Road,WERRIBEE,C,Feb-2018,"Shaws Road, WERRIBEE, VICTORIA, AUSTRALIA"
1355,Shearwater Drive,PAKENHAM,BC,May-2018,"Shearwater Drive, PAKENHAM, VICTORIA, AUSTRALIA"
1356,Sheepwash Road,BARWON HEADS,BC,Apr-2018,"Sheepwash Road, BARWON HEADS, VICTORIA, AUSTRALIA"
1357,Shelford-Bannockburn Road,TEESDALE,ABC,Apr-2018,"Shelford-Bannockburn Road, TEESDALE, VICTORIA, AUSTRALIA"
1358,Shell Road,OCEAN GROVE,ABC,Apr-2018,"Shell Road, OCEAN GROVE, VICTORIA, AUSTRALIA"
1359,Shell Road,POINT LONSDALE,ABC,Apr-2018,"Shell Road, POINT LONSDALE, VICTORIA, AUSTRALIA"
1360,Sherbourne Road,MONTMORENCY,C,Apr-2018,"Sherbourne Road, MONTMORENCY, VICTORIA, AUSTRALIA"
1361,Shoreline Drive,SEASPRAY,C,Apr-2018,"Shoreline Drive, SEASPRAY, VICTORIA, AUSTRALIA"
1362,Sixteenth Street,IRYMPLE,BC,Jun-2018,"Sixteenth Street, IRYMPLE, VICTORIA, AUSTRALIA"
1363,Sixteenth Street,MILDURA SOUTH,AC,Jun-2018,"Sixteenth Street, MILDURA SOUTH, VICTORIA, AUSTRALIA"
1364,Skene Street,WARRNAMBOOL,C,Apr-2018,"Skene Street, WARRNAMBOOL, VICTORIA, AUSTRALIA"
1365,Skye Road,FRANKSTON,ABC,May-2018,"Skye Road, FRANKSTON, VICTORIA, AUSTRALIA"
1366,Skyline Road,EILDON,B,Apr-2018,"Skyline Road, EILDON, VICTORIA, AUSTRALIA"
1367,Sladen Street,CRANBOURNE,BC,Jul-2018,"Sladen Street, CRANBOURNE, VICTORIA, AUSTRALIA"
1368,Sneydes Road,POINT COOK,BC,Apr-2018,"Sneydes Road, POINT COOK, VICTORIA, AUSTRALIA"
1369,Sneydes Road,WERRIBEE,BC,Feb-2018,"Sneydes Road, WERRIBEE, VICTORIA, AUSTRALIA"
1370,Somerton Park Road,SALE,C,Apr-2018,"Somerton Park Road, SALE, VICTORIA, AUSTRALIA"
1371,Somerton Road,BULLA,AC,Dec-2017,"Somerton Road, BULLA, VICTORIA, AUSTRALIA"
1372,Somerton Road,GREENVALE,ABC,Dec-2017,"Somerton Road, GREENVALE, VICTORIA, AUSTRALIA"
1373,South Boundary Road,HAMILTON,BC,May-2018,"South Boundary Road, HAMILTON, VICTORIA, AUSTRALIA"
1374,South Gippsland Highway,BENA,A,Apr-2018,"South Gippsland Highway, BENA, VICTORIA, AUSTRALIA"
1375,South Gippsland Highway,FIVE WAYS,C,Jul-2018,"South Gippsland Highway, FIVE WAYS, VICTORIA, AUSTRALIA"
1376,South Gippsland Highway,FOSTER,AC,Apr-2018,"South Gippsland Highway, FOSTER, VICTORIA, AUSTRALIA"
1377,South Gippsland Highway,HEDLEY,C,Apr-2018,"South Gippsland Highway, HEDLEY, VICTORIA, AUSTRALIA"
1378,South Gippsland Highway,KORUMBURRA,AC,Nov-2017,"South Gippsland Highway, KORUMBURRA, VICTORIA, AUSTRALIA"
1379,South Gippsland Highway,LANG LANG,AC,May-2018,"South Gippsland Highway, LANG LANG, VICTORIA, AUSTRALIA"
1380,South Gippsland Highway,LONGFORD,C,Apr-2018,"South Gippsland Highway, LONGFORD, VICTORIA, AUSTRALIA"
1381,South Gippsland Highway,LYNBROOK,AC,Jul-2018,"South Gippsland Highway, LYNBROOK, VICTORIA, AUSTRALIA"
1382,South Gippsland Highway,RUBY,C,Jul-2018,"South Gippsland Highway, RUBY, VICTORIA, AUSTRALIA"
1383,South Gippsland Highway,STRADBROKE,C,Apr-2018,"South Gippsland Highway, STRADBROKE, VICTORIA, AUSTRALIA"
1384,South Gippsland Highway,TOORADIN,BC,Jul-2018,"South Gippsland Highway, TOORADIN, VICTORIA, AUSTRALIA"
1385,South Gippsland Highway,WELSHPOOL,C,Jul-2018,"South Gippsland Highway, WELSHPOOL, VICTORIA, AUSTRALIA"
1386,South Gippsland Highway,YARRAM,AC,Apr-2018,"South Gippsland Highway, YARRAM, VICTORIA, AUSTRALIA"
1387,South Street,HADFIELD,BC,Dec-2017,"South Street, HADFIELD, VICTORIA, AUSTRALIA"
1388,Southern Road,HEIDELBERG HEIGHTS,C,Apr-2018,"Southern Road, HEIDELBERG HEIGHTS, VICTORIA, AUSTRALIA"
1389,Spring Road,DINGLEY VILLAGE,C,Jun-2018,"Spring Road, DINGLEY VILLAGE, VICTORIA, AUSTRALIA"
1390,Spring Road,SPRINGVALE SOUTH (SSV),CD,Apr-2018,"Spring Road, SPRINGVALE SOUTH (SSV), VICTORIA, AUSTRALIA"
1391,Springfield Road,BLACKBURN NORTH,C,May-2018,"Springfield Road, BLACKBURN NORTH, VICTORIA, AUSTRALIA"
1392,Springfield Road,MITCHAM,C,May-2018,"Springfield Road, MITCHAM, VICTORIA, AUSTRALIA"
1393,Springs Road,CLARINDA,AC,Jun-2018,"Springs Road, CLARINDA, VICTORIA, AUSTRALIA"
1394,Springvale Road,KEYSBOROUGH,AC,Jun-2018,"Springvale Road, KEYSBOROUGH, VICTORIA, AUSTRALIA"
1395,Springvale Road,MULGRAVE,BC,May-2018,"Springvale Road, MULGRAVE, VICTORIA, AUSTRALIA"
1396,Springvale Road,NUNAWADING,BC,May-2018,"Springvale Road, NUNAWADING, VICTORIA, AUSTRALIA"
1397,St Albans Road,ST ALBANS,C,Jul-2018,"St Albans Road, ST ALBANS, VICTORIA, AUSTRALIA"
1398,St Arnaud-Wycheproof Road,WOOROONOOK,C,Apr-2018,"St Arnaud-Wycheproof Road, WOOROONOOK, VICTORIA, AUSTRALIA"
1399,St Georges Road,NORTHCOTE,C,Apr-2018,"St Georges Road, NORTHCOTE, VICTORIA, AUSTRALIA"
1400,St Helena Road,ST HELENA,AC,Apr-2018,"St Helena Road, ST HELENA, VICTORIA, AUSTRALIA"
1401,Station Road,MELTON SOUTH,C,Apr-2018,"Station Road, MELTON SOUTH, VICTORIA, AUSTRALIA"
1402,Station Street,BOX HILL,C,May-2018,"Station Street, BOX HILL, VICTORIA, AUSTRALIA"
1403,Station Street,BOX HILL NORTH,C,May-2018,"Station Street, BOX HILL NORTH, VICTORIA, AUSTRALIA"
1404,Station Street,BOX HILL SOUTH,C,May-2018,"Station Street, BOX HILL SOUTH, VICTORIA, AUSTRALIA"
1405,Station Street,FERNTREE GULLY,C,Jan-2018,"Station Street, FERNTREE GULLY, VICTORIA, AUSTRALIA"
1406,Station Street,OFFICER,B,May-2018,"Station Street, OFFICER, VICTORIA, AUSTRALIA"
1407,Stawell-Warracknabeal Road,GLENORCHY,C,Jul-2018,"Stawell-Warracknabeal Road, GLENORCHY, VICTORIA, AUSTRALIA"
1408,Stawell-Warracknabeal Road,SHEEP HILLS,C,Jul-2018,"Stawell-Warracknabeal Road, SHEEP HILLS, VICTORIA, AUSTRALIA"
1409,Stawell-Warracknabeal Road,WARRACKNABEAL,B,Jul-2018,"Stawell-Warracknabeal Road, WARRACKNABEAL, VICTORIA, AUSTRALIA"
1410,Stead Street,SALE,BC,Apr-2018,"Stead Street, SALE, VICTORIA, AUSTRALIA"
1411,Stephensons Road,MOUNT WAVERLEY,C,May-2018,"Stephensons Road, MOUNT WAVERLEY, VICTORIA, AUSTRALIA"
1412,Stony Point Road,CRIB POINT,BC,May-2018,"Stony Point Road, CRIB POINT, VICTORIA, AUSTRALIA"
1413,Stotts Lane,FRANKSTON SOUTH,BC,May-2018,"Stotts Lane, FRANKSTON SOUTH, VICTORIA, AUSTRALIA"
1414,Strachans Road,MORNINGTON,BC,May-2018,"Strachans Road, MORNINGTON, VICTORIA, AUSTRALIA"
1415,Stratford-Maffra Road,MAFFRA,C,Apr-2018,"Stratford-Maffra Road, MAFFRA, VICTORIA, AUSTRALIA"
1416,Strathallan Road,MACLEOD,B,Apr-2018,"Strathallan Road, MACLEOD, VICTORIA, AUSTRALIA"
1417,Strathkellar Road,STRATHKELLAR,AC,May-2018,"Strathkellar Road, STRATHKELLAR, VICTORIA, AUSTRALIA"
1418,Strzelecki Highway,BERRYS CREEK,A,Apr-2018,"Strzelecki Highway, BERRYS CREEK, VICTORIA, AUSTRALIA"
1419,Strzelecki Highway,DELBURN,BC,Apr-2018,"Strzelecki Highway, DELBURN, VICTORIA, AUSTRALIA"
1420,Strzelecki Highway,DRIFFIELD,ABC,Apr-2018,"Strzelecki Highway, DRIFFIELD, VICTORIA, AUSTRALIA"
1421,Strzelecki Highway,MIRBOO NORTH,A,Apr-2018,"Strzelecki Highway, MIRBOO NORTH, VICTORIA, AUSTRALIA"
1422,Strzelecki Highway,TEN MILE CREEK,ABC,Apr-2018,"Strzelecki Highway, TEN MILE CREEK, VICTORIA, AUSTRALIA"
1423,Stud Road,ROWVILLE,ABC,Mar-2018,"Stud Road, ROWVILLE, VICTORIA, AUSTRALIA"
1424,Sturt Highway,CULLULLERAINE,AC,Jun-2018,"Sturt Highway, CULLULLERAINE, VICTORIA, AUSTRALIA"
1425,Sturt Highway,KARAWINNA,ABC,Jun-2018,"Sturt Highway, KARAWINNA, VICTORIA, AUSTRALIA"
1426,Sturt Highway,MERBEIN SOUTH,BC,Jun-2018,"Sturt Highway, MERBEIN SOUTH, VICTORIA, AUSTRALIA"
1427,Sturt Highway,MERINGUR,C,Jun-2018,"Sturt Highway, MERINGUR, VICTORIA, AUSTRALIA"
1428,Sturt Highway,MERRINEE,C,Jun-2018,"Sturt Highway, MERRINEE, VICTORIA, AUSTRALIA"
1429,Sturt Highway,WARGAN,C,Jun-2018,"Sturt Highway, WARGAN, VICTORIA, AUSTRALIA"
1430,Sturt Highway,YARRARA,ABC,Jun-2018,"Sturt Highway, YARRARA, VICTORIA, AUSTRALIA"
1431,Sunbury Road,SUNBURY,AC,Dec-2017,"Sunbury Road, SUNBURY, VICTORIA, AUSTRALIA"
1432,Sunraysia Highway,ADDINGTON,ABC,Jul-2018,"Sunraysia Highway, ADDINGTON, VICTORIA, AUSTRALIA"
1433,Sunraysia Highway,BIRCHIP,C,Apr-2018,"Sunraysia Highway, BIRCHIP, VICTORIA, AUSTRALIA"
1434,Sunraysia Highway,BRONZEWING,C,Jun-2018,"Sunraysia Highway, BRONZEWING, VICTORIA, AUSTRALIA"
1435,Sunraysia Highway,CARAPOOEE,C,Jul-2018,"Sunraysia Highway, CARAPOOEE, VICTORIA, AUSTRALIA"
1436,Sunraysia Highway,DONALD,C,Apr-2018,"Sunraysia Highway, DONALD, VICTORIA, AUSTRALIA"
1437,Sunraysia Highway,GAMA,C,Jul-2018,"Sunraysia Highway, GAMA, VICTORIA, AUSTRALIA"
1438,Sunraysia Highway,GYPSUM,C,Jun-2018,"Sunraysia Highway, GYPSUM, VICTORIA, AUSTRALIA"
1439,Sunraysia Highway,LAMPLOUGH,BC,Jul-2018,"Sunraysia Highway, LAMPLOUGH, VICTORIA, AUSTRALIA"
1440,Sunraysia Highway,LEARMONTH,BC,Jul-2018,"Sunraysia Highway, LEARMONTH, VICTORIA, AUSTRALIA"
1441,Sunraysia Highway,LEXTON,C,Jul-2018,"Sunraysia Highway, LEXTON, VICTORIA, AUSTRALIA"
1442,Sunraysia Highway,STUART MILL,C,Jul-2018,"Sunraysia Highway, STUART MILL, VICTORIA, AUSTRALIA"
1443,Sunraysia highway,SWANWATER,C,Jul-2018,"Sunraysia highway, SWANWATER, VICTORIA, AUSTRALIA"
1444,Sunraysia Highway,TANWOOD,BC,Jul-2018,"Sunraysia Highway, TANWOOD, VICTORIA, AUSTRALIA"
1445,Sunshine Avenue,KEILOR DOWNS,AC,Jul-2018,"Sunshine Avenue, KEILOR DOWNS, VICTORIA, AUSTRALIA"
