ROW_INDEX,LOCATION,SUBURB,Reason Code,Audit Date,full_location
791,Loddon Valley Highway,CAMPBELLS FOREST,C,May-2018,"Loddon Valley Highway, CAMPBELLS FOREST, VICTORIA, AUSTRALIA"
792,Loddon Valley Highway,CANARY ISLAND SOUTH,C,May-2018,"Loddon Valley Highway, CANARY ISLAND SOUTH, VICTORIA, AUSTRALIA"
793,Loddon Valley Highway,DURHAM OX,C,May-2018,"Loddon Valley Highway, DURHAM OX, VICTORIA, AUSTRALIA"
794,Loddon Valley Highway,JARKLIN,C,May-2018,"Loddon Valley Highway, JARKLIN, VICTORIA, AUSTRALIA"
795,Loddon Valley Highway,KERANG SOUTH,C,Apr-2018,"Loddon Valley Highway, KERANG SOUTH, VICTORIA, AUSTRALIA"
796,Loddon Valley Highway,MACORNA,BC,Apr-2018,"Loddon Valley Highway, MACORNA, VICTORIA, AUSTRALIA"
797,Loddon Valley Highway,YARRABERB,C,May-2018,"Loddon Valley Highway, YARRABERB, VICTORIA, AUSTRALIA"
798,Long Forest Road,LONG FOREST,BC,Apr-2018,"Long Forest Road, LONG FOREST, VICTORIA, AUSTRALIA"
799,Longford-Loch Sport Road,DUTSON,C,Apr-2018,"Longford-Loch Sport Road, DUTSON, VICTORIA, AUSTRALIA"
800,Longford-Loch Sport Road,LONGFORD,ABC,Apr-2018,"Longford-Loch Sport Road, LONGFORD, VICTORIA, AUSTRALIA"
801,looker Road,MONTMORENCY (NGB),BCD,Jul-2018,"looker Road, MONTMORENCY (NGB), VICTORIA, AUSTRALIA"
802,Lower Dandenong Road,DINGLEY VILLAGE,C,Jun-2018,"Lower Dandenong Road, DINGLEY VILLAGE, VICTORIA, AUSTRALIA"
803,Lower Dandenong Road,MORDIALLOC,AC,Jun-2018,"Lower Dandenong Road, MORDIALLOC, VICTORIA, AUSTRALIA"
804,Lower Duneed Road,MOUNT DUNEED,ABC,Apr-2018,"Lower Duneed Road, MOUNT DUNEED, VICTORIA, AUSTRALIA"
805,Lower Heidelberg Road,EAGLEMONT,BC,Apr-2018,"Lower Heidelberg Road, EAGLEMONT, VICTORIA, AUSTRALIA"
806,Lower Heidelberg Road,IVANHOE,C,Apr-2018,"Lower Heidelberg Road, IVANHOE, VICTORIA, AUSTRALIA"
807,Lower Plenty Road,ROSANNA,AC,Jul-2018,"Lower Plenty Road, ROSANNA, VICTORIA, AUSTRALIA"
808,Lower Plenty Road,YALLAMBIE,BC,Apr-2018,"Lower Plenty Road, YALLAMBIE, VICTORIA, AUSTRALIA"
809,Ludstone Street,HAMPTON,AC,Jun-2018,"Ludstone Street, HAMPTON, VICTORIA, AUSTRALIA"
810,Lum Road,WHEELERS HILL,BC,May-2018,"Lum Road, WHEELERS HILL, VICTORIA, AUSTRALIA"
811,Lyall Road,BERWICK,B,Jul-2018,"Lyall Road, BERWICK, VICTORIA, AUSTRALIA"
812,Lynnes Road,WATTLE BANK,BC,Apr-2018,"Lynnes Road, WATTLE BANK, VICTORIA, AUSTRALIA"
813,Lyons  Street,WHITE HILLS (WBI),CD,Jun-2018,"Lyons  Street, WHITE HILLS (WBI), VICTORIA, AUSTRALIA"
814,Lyons Street,NEWSTEAD,C,May-2018,"Lyons Street, NEWSTEAD, VICTORIA, AUSTRALIA"
815,Lyrebird Drive,CARRUM DOWNS,ABC,May-2018,"Lyrebird Drive, CARRUM DOWNS, VICTORIA, AUSTRALIA"
816,MacArthur Street,SALE,C,T,"MacArthur Street, SALE, VICTORIA, AUSTRALIA"
817,Mackie Road,BENTLEIGH EAST,C,Jun-2018,"Mackie Road, BENTLEIGH EAST, VICTORIA, AUSTRALIA"
818,Madeira Packet Road,PORTLAND,C,May-2018,"Madeira Packet Road, PORTLAND, VICTORIA, AUSTRALIA"
819,Maffra-Sale Road,MAFFRA,B,Apr-2018,"Maffra-Sale Road, MAFFRA, VICTORIA, AUSTRALIA"
820,Maginness Street,BENALLA,C,Apr-2018,"Maginness Street, BENALLA, VICTORIA, AUSTRALIA"
821,Mahoneys Road,RESERVOIR,AC,Apr-2018,"Mahoneys Road, RESERVOIR, VICTORIA, AUSTRALIA"
822,Maiden Gully Road,MAIDEN GULLY,BC,May-2018,"Maiden Gully Road, MAIDEN GULLY, VICTORIA, AUSTRALIA"
823,Maidstone Street,ALTONA,BC,Apr-2018,"Maidstone Street, ALTONA, VICTORIA, AUSTRALIA"
824,Main Neerim Road,NEERIM JUNCTION,BC,Apr-2018,"Main Neerim Road, NEERIM JUNCTION, VICTORIA, AUSTRALIA"
825,Main Neerim Road,NEERIM SOUTH,ABC,Apr-2018,"Main Neerim Road, NEERIM SOUTH, VICTORIA, AUSTRALIA"
826,Main Road,ELTHAM,C,Apr-2018,"Main Road, ELTHAM, VICTORIA, AUSTRALIA"
827,Main Road,MONTMORENCY,AC,Apr-2018,"Main Road, MONTMORENCY, VICTORIA, AUSTRALIA"
828,Main Road,PAYNESVILLE,C,Apr-2018,"Main Road, PAYNESVILLE, VICTORIA, AUSTRALIA"
829,Main Road,SEASPRAY,C,Apr-2018,"Main Road, SEASPRAY, VICTORIA, AUSTRALIA"
830,Main Road East,ST ALBANS,BC,Jul-2018,"Main Road East, ST ALBANS, VICTORIA, AUSTRALIA"
831,Main Road West,ST ALBANS,C,Jul-2018,"Main Road West, ST ALBANS, VICTORIA, AUSTRALIA"
832,Major Road,FAWKNER,ABC,Dec-2017,"Major Road, FAWKNER, VICTORIA, AUSTRALIA"
833,Malcolm Street,MANSFIELD,ABC,Apr-2018,"Malcolm Street, MANSFIELD, VICTORIA, AUSTRALIA"
834,Mallee Highway,BOINKA,C,Jun-2018,"Mallee Highway, BOINKA, VICTORIA, AUSTRALIA"
835,Mallee Highway,BOORONGIE NORTH,C,Jun-2018,"Mallee Highway, BOORONGIE NORTH, VICTORIA, AUSTRALIA"
836,Mallee Highway,CARINA,C,Jun-2018,"Mallee Highway, CARINA, VICTORIA, AUSTRALIA"
837,Mallee Highway,COWANGIE,C,Jun-2018,"Mallee Highway, COWANGIE, VICTORIA, AUSTRALIA"
838,Mallee Highway,KULWIN,C,Jun-2018,"Mallee Highway, KULWIN, VICTORIA, AUSTRALIA"
839,Mallee Highway,MANANGATANG,C,Apr-2018,"Mallee Highway, MANANGATANG, VICTORIA, AUSTRALIA"
840,Mallee Highway,PANITYA,C,Jun-2018,"Mallee Highway, PANITYA, VICTORIA, AUSTRALIA"
841,Mallee Highway,PIANGIL,C,Apr-2018,"Mallee Highway, PIANGIL, VICTORIA, AUSTRALIA"
842,Mallee Highway,PIANGIL WEST,C,Apr-2018,"Mallee Highway, PIANGIL WEST, VICTORIA, AUSTRALIA"
843,Mallee Highway,UNDERBOOL,C,Jun-2018,"Mallee Highway, UNDERBOOL, VICTORIA, AUSTRALIA"
844,Mallee Highway,WAGANT,C,Jun-2018,"Mallee Highway, WAGANT, VICTORIA, AUSTRALIA"
845,Mallee Highway,WALPEUP,C,Jun-2018,"Mallee Highway, WALPEUP, VICTORIA, AUSTRALIA"
846,Maltravers Road,EAGLEMONT,C,Apr-2018,"Maltravers Road, EAGLEMONT, VICTORIA, AUSTRALIA"
847,Malvern Road,GLEN IRIS,C,Jul-2018,"Malvern Road, GLEN IRIS, VICTORIA, AUSTRALIA"
848,Malvern Road,TOORAK,C,Jul-2018,"Malvern Road, TOORAK, VICTORIA, AUSTRALIA"
849,Manks Road,CLYDE,B,Jul-2018,"Manks Road, CLYDE, VICTORIA, AUSTRALIA"
850,Mansfield-Whitfield Road,BRIDGE CREEK,C,Apr-2018,"Mansfield-Whitfield Road, BRIDGE CREEK, VICTORIA, AUSTRALIA"
851,Mansfield-Whitfield Road,TOLMIE,ABC,Apr-2018,"Mansfield-Whitfield Road, TOLMIE, VICTORIA, AUSTRALIA"
852,Mansfield-Woods Point Road,HOWQUA,C,Apr-2018,"Mansfield-Woods Point Road, HOWQUA, VICTORIA, AUSTRALIA"
853,Mansfield-Woods Point Road,MANSFIELD,C,Apr-2018,"Mansfield-Woods Point Road, MANSFIELD, VICTORIA, AUSTRALIA"
854,Mansfield-Woods Point Road,PIRIES,AC,Apr-2018,"Mansfield-Woods Point Road, PIRIES, VICTORIA, AUSTRALIA"
855,Manuka Road,BERWICK,B,Jul-2018,"Manuka Road, BERWICK, VICTORIA, AUSTRALIA"
856,Maribyrnong Road,ASCOT VALE,BC,Dec-2017,"Maribyrnong Road, ASCOT VALE, VICTORIA, AUSTRALIA"
857,Marine Drive,SAFETY BEACH,C,May-2018,"Marine Drive, SAFETY BEACH, VICTORIA, AUSTRALIA"
858,Marine Parade,ELWOOD,BC,Jul-2018,"Marine Parade, ELWOOD, VICTORIA, AUSTRALIA"
859,Market Road,WERRIBEE,C,Feb-2018,"Market Road, WERRIBEE, VICTORIA, AUSTRALIA"
860,Marlo Road,MARLO,BC,Apr-2018,"Marlo Road, MARLO, VICTORIA, AUSTRALIA"
861,Maroondah Highway,BONNIE DOON,AC,Apr-2018,"Maroondah Highway, BONNIE DOON, VICTORIA, AUSTRALIA"
862,Maroondah Highway,BUXTON,AC,Apr-2018,"Maroondah Highway, BUXTON, VICTORIA, AUSTRALIA"
863,Maroondah Highway,COLDSTREAM,ABC,Mar-2018,"Maroondah Highway, COLDSTREAM, VICTORIA, AUSTRALIA"
864,Maroondah Highway,HEALESVILLE,ABC,Mar-2018,"Maroondah Highway, HEALESVILLE, VICTORIA, AUSTRALIA"
865,Maroondah Highway,KANUMBRA,C,Apr-2018,"Maroondah Highway, KANUMBRA, VICTORIA, AUSTRALIA"
866,Maroondah Highway,LILYDALE,ABC,Mar-2018,"Maroondah Highway, LILYDALE, VICTORIA, AUSTRALIA"
867,Maroondah Highway,MAINDAMPLE,AC,Apr-2018,"Maroondah Highway, MAINDAMPLE, VICTORIA, AUSTRALIA"
868,Maroondah Highway,MANSFIELD,C,Apr-2018,"Maroondah Highway, MANSFIELD, VICTORIA, AUSTRALIA"
869,Maroondah Highway,MERTON,ABC,Apr-2018,"Maroondah Highway, MERTON, VICTORIA, AUSTRALIA"
870,Maroondah Highway,NARBETHONG,C,Apr-2018,"Maroondah Highway, NARBETHONG, VICTORIA, AUSTRALIA"
871,Maroondah Highway,TAGGERTY,C,Apr-2018,"Maroondah Highway, TAGGERTY, VICTORIA, AUSTRALIA"
872,Maroondah highway,WOODFIELD,C,Apr-2018,"Maroondah highway, WOODFIELD, VICTORIA, AUSTRALIA"
873,Maroondah Highway,YARCK,A,Apr-2018,"Maroondah Highway, YARCK, VICTORIA, AUSTRALIA"
874,Maroondah Link Highway,CATHKIN,C,Apr-2018,"Maroondah Link Highway, CATHKIN, VICTORIA, AUSTRALIA"
875,Maryborough Road,ASCOT,C,Jul-2018,"Maryborough Road, ASCOT, VICTORIA, AUSTRALIA"
876,Marysville Road,GRANTON,C,Apr-2018,"Marysville Road, GRANTON, VICTORIA, AUSTRALIA"
877,Maryvale Road,MORWELL,BC,Apr-2018,"Maryvale Road, MORWELL, VICTORIA, AUSTRALIA"
878,Mascoma Street,STRATHMORE,BC,Dec-2017,"Mascoma Street, STRATHMORE, VICTORIA, AUSTRALIA"
879,Masons Road,MERNDA,ABC,Apr-2018,"Masons Road, MERNDA, VICTORIA, AUSTRALIA"
880,McCallums Creek Road,CRAIGIE,ABC,May-2018,"McCallums Creek Road, CRAIGIE, VICTORIA, AUSTRALIA"
881,McClelland Drive,LANGWARRIN,ABC,May-2018,"McClelland Drive, LANGWARRIN, VICTORIA, AUSTRALIA"
882,McCormicks Road,CARRUM DOWNS,ABC,May-2018,"McCormicks Road, CARRUM DOWNS, VICTORIA, AUSTRALIA"
883,McCormicks Road,SKYE,ABC,May-2018,"McCormicks Road, SKYE, VICTORIA, AUSTRALIA"
884,McCurdy Road,HERNE HILL,BC,Apr-2018,"McCurdy Road, HERNE HILL, VICTORIA, AUSTRALIA"
885,McIvor Highway,DERRINAL,C,May-2018,"McIvor Highway, DERRINAL, VICTORIA, AUSTRALIA"
886,McIvor Highway,KNOWSLEY,C,May-2018,"McIvor Highway, KNOWSLEY, VICTORIA, AUSTRALIA"
887,McKenzie Street,WONTHAGGI,C,Nov-2017,"McKenzie Street, WONTHAGGI, VICTORIA, AUSTRALIA"
888,McMahens Road,BANGHOLME,C,Apr-2018,"McMahens Road, BANGHOLME, VICTORIA, AUSTRALIA"
889,McMahons Road,FRANKSTON,C,May-2018,"McMahons Road, FRANKSTON, VICTORIA, AUSTRALIA"
890,Meadowvale  Drive,GROVEDALE,BC,Jun-2018,"Meadowvale  Drive, GROVEDALE, VICTORIA, AUSTRALIA"
891,Medway Road,CRAIGIEBURN,C,Dec-2017,"Medway Road, CRAIGIEBURN, VICTORIA, AUSTRALIA"
892,Meeniyan-Promontory Road,BUFFALO,BC,Apr-2018,"Meeniyan-Promontory Road, BUFFALO, VICTORIA, AUSTRALIA"
893,Melaluka Road,LEOPOLD,ABC,Apr-2018,"Melaluka Road, LEOPOLD, VICTORIA, AUSTRALIA"
894,Melaluka Road,MOOLAP,ABC,Apr-2018,"Melaluka Road, MOOLAP, VICTORIA, AUSTRALIA"
895,Melba Highway,DEVLIN BRIDGE,C,May-2018,"Melba Highway, DEVLIN BRIDGE, VICTORIA, AUSTRALIA"
896,Melba Highway,DIXONS CREEK,ABC,Mar-2018,"Melba Highway, DIXONS CREEK, VICTORIA, AUSTRALIA"
897,Melba Highway,GLENBURN,C,May-2018,"Melba Highway, GLENBURN, VICTORIA, AUSTRALIA"
898,Melba Highway,LIMESTONE,AC,Apr-2018,"Melba Highway, LIMESTONE, VICTORIA, AUSTRALIA"
899,Melba Highway,YARRA GLEN,ABC,Mar-2018,"Melba Highway, YARRA GLEN, VICTORIA, AUSTRALIA"
900,Melbourne Road,BLAIRGOWRIE,C,Jul-2018,"Melbourne Road, BLAIRGOWRIE, VICTORIA, AUSTRALIA"
901,Melbourne Road,RYE,C,May-2018,"Melbourne Road, RYE, VICTORIA, AUSTRALIA"
902,Melbourne Road,SORRENTO,C,May-2018,"Melbourne Road, SORRENTO, VICTORIA, AUSTRALIA"
903,Melbourne-Lancefield Road,BOLINDA,AC,Apr-2018,"Melbourne-Lancefield Road, BOLINDA, VICTORIA, AUSTRALIA"
904,Melbourne-Lancefield Road,CLARKEFIELD,AC,Apr-2018,"Melbourne-Lancefield Road, CLARKEFIELD, VICTORIA, AUSTRALIA"
905,Melbourne-Lancefield Road,LANCEFIELD,AC,Apr-2018,"Melbourne-Lancefield Road, LANCEFIELD, VICTORIA, AUSTRALIA"
906,Melbourne-Lancefield Road,MONEGEETTA,AC,Apr-2018,"Melbourne-Lancefield Road, MONEGEETTA, VICTORIA, AUSTRALIA"
907,Melbourne-Lancefield Road,ROMSEY,AC,Apr-2018,"Melbourne-Lancefield Road, ROMSEY, VICTORIA, AUSTRALIA"
908,Melbourne-Lancefield Road,SUNBURY,C,Dec-2017,"Melbourne-Lancefield Road, SUNBURY, VICTORIA, AUSTRALIA"
909,Melton  Road,GISBORNE (WGS),AC,Jun-2018,"Melton  Road, GISBORNE (WGS), VICTORIA, AUSTRALIA"
910,Melton Highway,HILLSIDE,ABC,Jul-2018,"Melton Highway, HILLSIDE, VICTORIA, AUSTRALIA"
911,Melton Highway,PLUMPTON,ABC,Jul-2018,"Melton Highway, PLUMPTON, VICTORIA, AUSTRALIA"
912,Melton Highway,SYDENHAM,C,Jul-2018,"Melton Highway, SYDENHAM, VICTORIA, AUSTRALIA"
913,Melton Highway,TAYLORS LAKES,C,Jul-2018,"Melton Highway, TAYLORS LAKES, VICTORIA, AUSTRALIA"
914,Melville Road,PASCOE VALE SOUTH,C,Dec-2017,"Melville Road, PASCOE VALE SOUTH, VICTORIA, AUSTRALIA"
915,Memorial Drive,PLENTY,B,Jul-2018,"Memorial Drive, PLENTY, VICTORIA, AUSTRALIA"
916,Menadue Street,HORSHAM,BC,Jul-2018,"Menadue Street, HORSHAM, VICTORIA, AUSTRALIA"
917,Merriang Road,BEVERIDGE,ABC,Apr-2018,"Merriang Road, BEVERIDGE, VICTORIA, AUSTRALIA"
918,Merton-Euroa Road,MERTON,AC,Apr-2018,"Merton-Euroa Road, MERTON, VICTORIA, AUSTRALIA"
919,Metropolitan Ring Road,WATSONIA NORTH,ABC,Apr-2018,"Metropolitan Ring Road, WATSONIA NORTH, VICTORIA, AUSTRALIA"
920,Metung Road,SWAN REACH,AC,Apr-2018,"Metung Road, SWAN REACH, VICTORIA, AUSTRALIA"
921,Mickleham Road,ATTWOOD,ABC,Dec-2017,"Mickleham Road, ATTWOOD, VICTORIA, AUSTRALIA"
922,Mickleham Road,GREENVALE,AC,Dec-2017,"Mickleham Road, GREENVALE, VICTORIA, AUSTRALIA"
923,Mickleham Road,MICKLEHAM,AC,Dec-2017,"Mickleham Road, MICKLEHAM, VICTORIA, AUSTRALIA"
924,Mickleham Road,TULLAMARINE,ABC,Dec-2017,"Mickleham Road, TULLAMARINE, VICTORIA, AUSTRALIA"
925,Mickleham Road,WESTMEADOWS,ABC,Dec-2017,"Mickleham Road, WESTMEADOWS, VICTORIA, AUSTRALIA"
926,Mickleham Road,YUROKE,AC,Dec-2017,"Mickleham Road, YUROKE, VICTORIA, AUSTRALIA"
927,Middleborough Road,BLACKBURN SOUTH,C,May-2018,"Middleborough Road, BLACKBURN SOUTH, VICTORIA, AUSTRALIA"
928,Midland Highway,BAGSHOT,C,May-2018,"Midland Highway, BAGSHOT, VICTORIA, AUSTRALIA"
929,Midland Highway,BANNOCKBURN,C,Apr-2018,"Midland Highway, BANNOCKBURN, VICTORIA, AUSTRALIA"
930,Midland Highway,BARJARG,C,Apr-2018,"Midland Highway, BARJARG, VICTORIA, AUSTRALIA"
931,Midland Highway,BARKERS CREEK,C,May-2018,"Midland Highway, BARKERS CREEK, VICTORIA, AUSTRALIA"
932,Midland Highway,BATESFORD,AC,Apr-2018,"Midland Highway, BATESFORD, VICTORIA, AUSTRALIA"
933,Midland Highway,BENALLA,ABC,Apr-2018,"Midland Highway, BENALLA, VICTORIA, AUSTRALIA"
934,Midland Highway,BLAMPIED,C,Apr-2018,"Midland Highway, BLAMPIED, VICTORIA, AUSTRALIA"
935,Midland Highway,BYRNESIDE,C,Apr-2018,"Midland Highway, BYRNESIDE, VICTORIA, AUSTRALIA"
936,Midland Highway,CAMPBELLS CREEK,C,May-2018,"Midland Highway, CAMPBELLS CREEK, VICTORIA, AUSTRALIA"
937,Midland Highway,CLARENDON,C,Apr-2018,"Midland Highway, CLARENDON, VICTORIA, AUSTRALIA"
938,Midland Highway,ELAINE,ABC,Apr-2018,"Midland Highway, ELAINE, VICTORIA, AUSTRALIA"
939,Midland Highway,GHERINGHAP,BC,Apr-2018,"Midland Highway, GHERINGHAP, VICTORIA, AUSTRALIA"
940,Midland Highway,LIMA,AC,Apr-2018,"Midland Highway, LIMA, VICTORIA, AUSTRALIA"
941,Midland Highway,MAGPIE,BC,Jul-2018,"Midland Highway, MAGPIE, VICTORIA, AUSTRALIA"
942,Midland Highway,MANSFIELD,AC,Apr-2018,"Midland Highway, MANSFIELD, VICTORIA, AUSTRALIA"
943,Midland Highway,MOOROOPNA,C,Apr-2018,"Midland Highway, MOOROOPNA, VICTORIA, AUSTRALIA"
944,Midland Highway,MOUNT FRANKLIN,C,Apr-2018,"Midland Highway, MOUNT FRANKLIN, VICTORIA, AUSTRALIA"
945,Midland Highway,MOUNT PROSPECT,C,Jul-2018,"Midland Highway, MOUNT PROSPECT, VICTORIA, AUSTRALIA"
946,Midland Highway,MOUNT ROWAN,C,Jul-2018,"Midland Highway, MOUNT ROWAN, VICTORIA, AUSTRALIA"
947,Midland Highway,NALINGA,AC,Apr-2018,"Midland Highway, NALINGA, VICTORIA, AUSTRALIA"
948,Midland Highway,NEWLYN,B,Apr-2018,"Midland Highway, NEWLYN, VICTORIA, AUSTRALIA"
949,Midland Highway,PINE LODGE SOUTH,BC,Apr-2018,"Midland Highway, PINE LODGE SOUTH, VICTORIA, AUSTRALIA"
950,Midland Highway,SHEPPARTON EAST,BC,Apr-2018,"Midland Highway, SHEPPARTON EAST, VICTORIA, AUSTRALIA"
951,Midland Highway,STEWARTON,C,Apr-2018,"Midland Highway, STEWARTON, VICTORIA, AUSTRALIA"
952,Midland Highway,SWANPOOL,AC,Apr-2018,"Midland Highway, SWANPOOL, VICTORIA, AUSTRALIA"
953,Midland Highway,TATURA,C,Apr-2018,"Midland Highway, TATURA, VICTORIA, AUSTRALIA"
954,Midland Link Highway,MAINDAMPLE,ABC,Apr-2018,"Midland Link Highway, MAINDAMPLE, VICTORIA, AUSTRALIA"
955,Military Road,AVONDALE HEIGHTS,BC,Dec-2017,"Military Road, AVONDALE HEIGHTS, VICTORIA, AUSTRALIA"
956,Mill Park Drive,MILL PARK,C,Apr-2018,"Mill Park Drive, MILL PARK, VICTORIA, AUSTRALIA"
957,Milleara Road,KEILOR EAST,C,Dec-2017,"Milleara Road, KEILOR EAST, VICTORIA, AUSTRALIA"
958,Miller Street,EPPING,AC,Apr-2018,"Miller Street, EPPING, VICTORIA, AUSTRALIA"
959,Millers Road,ALTONA,C,Feb-2018,"Millers Road, ALTONA, VICTORIA, AUSTRALIA"
960,Millers Road,ALTONA NORTH,C,Feb-2018,"Millers Road, ALTONA NORTH, VICTORIA, AUSTRALIA"
961,Millewa Road,KOORLONG,C,Jun-2018,"Millewa Road, KOORLONG, VICTORIA, AUSTRALIA"
962,Millewa Road,RED CLIFFS,C,Jun-2018,"Millewa Road, RED CLIFFS, VICTORIA, AUSTRALIA"
963,Mitcham Road,MITCHAM,C,May-2018,"Mitcham Road, MITCHAM, VICTORIA, AUSTRALIA"
964,Mitchell Street,MAIDSTONE,C,Feb-2018,"Mitchell Street, MAIDSTONE, VICTORIA, AUSTRALIA"
965,Moe-Glengarry Road,TYERS,ABC,Apr-2018,"Moe-Glengarry Road, TYERS, VICTORIA, AUSTRALIA"
966,Moe-Glengarry Road,YALLOURN NORTH,AC,Apr-2018,"Moe-Glengarry Road, YALLOURN NORTH, VICTORIA, AUSTRALIA"
967,Moe-Rawson Road,MOONDARRA,AC,Apr-2018,"Moe-Rawson Road, MOONDARRA, VICTORIA, AUSTRALIA"
968,Moe-Willow Grove Road,WILLOW GROVE,AC,Apr-2018,"Moe-Willow Grove Road, WILLOW GROVE, VICTORIA, AUSTRALIA"
969,Monaro Highway,NOORINBEE,ABC,Apr-2018,"Monaro Highway, NOORINBEE, VICTORIA, AUSTRALIA"
970,Monash Road,NEWBOROUGH,ABC,Apr-2018,"Monash Road, NEWBOROUGH, VICTORIA, AUSTRALIA"
971,Monash Street,SUNSHINE,ABC,Jul-2018,"Monash Street, SUNSHINE, VICTORIA, AUSTRALIA"
972,Monash Way,CHURCHILL,ABC,Apr-2018,"Monash Way, CHURCHILL, VICTORIA, AUSTRALIA"
973,Monbulk Road,MOUNT EVELYN,ABC,Mar-2018,"Monbulk Road, MOUNT EVELYN, VICTORIA, AUSTRALIA"
974,Monbulk Road,SILVAN,ABC,Mar-2018,"Monbulk Road, SILVAN, VICTORIA, AUSTRALIA"
975,Moore Street,MOE,ABC,Apr-2018,"Moore Street, MOE, VICTORIA, AUSTRALIA"
976,Moore Street,WARRNAMBOOL,C,Apr-2018,"Moore Street, WARRNAMBOOL, VICTORIA, AUSTRALIA"
977,Moorooduc Highway,BAXTER,BC,May-2018,"Moorooduc Highway, BAXTER, VICTORIA, AUSTRALIA"
978,Moorooduc Highway,FRANKSTON SOUTH,C,May-2018,"Moorooduc Highway, FRANKSTON SOUTH, VICTORIA, AUSTRALIA"
979,Moorooduc Highway,MOOROODUC,C,May-2018,"Moorooduc Highway, MOOROODUC, VICTORIA, AUSTRALIA"
980,Mooroopna-Murchison Road,MURCHISON,BC,Apr-2018,"Mooroopna-Murchison Road, MURCHISON, VICTORIA, AUSTRALIA"
981,Mooroopna-Murchison Road,OLD TOOLAMBA,BC,Apr-2018,"Mooroopna-Murchison Road, OLD TOOLAMBA, VICTORIA, AUSTRALIA"
982,Morang Drive,MILL PARK,C,Apr-2018,"Morang Drive, MILL PARK, VICTORIA, AUSTRALIA"
983,Moreland Road,BRUNSWICK,C,Dec-2017,"Moreland Road, BRUNSWICK, VICTORIA, AUSTRALIA"
984,Mornington Peninsula Freeway,BANGHOLME,C,Apr-2018,"Mornington Peninsula Freeway, BANGHOLME, VICTORIA, AUSTRALIA"
985,Mornington Peninsula Freeway,CHELSEA HEIGHTS,C,Jun-2018,"Mornington Peninsula Freeway, CHELSEA HEIGHTS, VICTORIA, AUSTRALIA"
986,Mornington Peninsula Freeway,DROMANA,C,May-2018,"Mornington Peninsula Freeway, DROMANA, VICTORIA, AUSTRALIA"
987,Mornington Peninsula Freeway,MCCRAE,C,May-2018,"Mornington Peninsula Freeway, MCCRAE, VICTORIA, AUSTRALIA"
988,Mornington Peninsula Freeway,PATTERSON LAKES,C,Jun-2018,"Mornington Peninsula Freeway, PATTERSON LAKES, VICTORIA, AUSTRALIA"
989,Mornington Peninsula Freeway,ROSEBUD,ABC,May-2018,"Mornington Peninsula Freeway, ROSEBUD, VICTORIA, AUSTRALIA"
990,Mornington-Tyabb Road,TYABB,C,May-2018,"Mornington-Tyabb Road, TYABB, VICTORIA, AUSTRALIA"
991,Morpung Avenue,IRYMPLE,BC,Jun-2018,"Morpung Avenue, IRYMPLE, VICTORIA, AUSTRALIA"
992,Morris Road,HOPPERS CROSSING,C,Feb-2018,"Morris Road, HOPPERS CROSSING, VICTORIA, AUSTRALIA"
993,Mortlake-Ararat Road,DENICULL CREEK,C,Jul-2018,"Mortlake-Ararat Road, DENICULL CREEK, VICTORIA, AUSTRALIA"
994,Mortlake-Ararat Road,MAROONA,C,Jul-2018,"Mortlake-Ararat Road, MAROONA, VICTORIA, AUSTRALIA"
995,Mossfiel Drive,HOPPERS CROSSING,C,Feb-2018,"Mossfiel Drive, HOPPERS CROSSING, VICTORIA, AUSTRALIA"
996,Mount Baimbridge Road,HAMILTON,C,May-2018,"Mount Baimbridge Road, HAMILTON, VICTORIA, AUSTRALIA"
997,Mount Buffalo Road,POREPUNKAH,BC,Apr-2018,"Mount Buffalo Road, POREPUNKAH, VICTORIA, AUSTRALIA"
998,Mount Buller Road,MANSFIELD,AC,Apr-2018,"Mount Buller Road, MANSFIELD, VICTORIA, AUSTRALIA"
999,Mount Buller Road,MERRIJIG,ABC,Apr-2018,"Mount Buller Road, MERRIJIG, VICTORIA, AUSTRALIA"
1000,Mount Buller Road,SAWMILL SETTLEMENT,ABC,Apr-2018,"Mount Buller Road, SAWMILL SETTLEMENT, VICTORIA, AUSTRALIA"
1001,Mount Dandenong Road,CROYDON,ABC,Jan-2018,"Mount Dandenong Road, CROYDON, VICTORIA, AUSTRALIA"
1002,Mount Dandenong Tourist Road,KALORAMA,ABC,Mar-2018,"Mount Dandenong Tourist Road, KALORAMA, VICTORIA, AUSTRALIA"
1003,Mount Dandenong Tourist Road,MONTROSE,ABC,Mar-2018,"Mount Dandenong Tourist Road, MONTROSE, VICTORIA, AUSTRALIA"
1004,Mount Dandenong Tourist Road,MOUNT DANDENONG,ABC,Mar-2018,"Mount Dandenong Tourist Road, MOUNT DANDENONG, VICTORIA, AUSTRALIA"
1005,Mount Macedon Road,MOUNT MACEDON,C,Apr-2018,"Mount Macedon Road, MOUNT MACEDON, VICTORIA, AUSTRALIA"
1006,Mount Macedon Road,WOODEND,C,Apr-2018,"Mount Macedon Road, WOODEND, VICTORIA, AUSTRALIA"
1007,Mount Morton Road,BELGRAVE SOUTH,BC,Mar-2018,"Mount Morton Road, BELGRAVE SOUTH, VICTORIA, AUSTRALIA"
1008,Mount Napier Road,HAMILTON,BC,May-2018,"Mount Napier Road, HAMILTON, VICTORIA, AUSTRALIA"
